,0,1
0,0.9525138296574158,0.04748617034258415
1,0.9172903382495587,0.08270966175044131
2,0.38229217778635816,0.6177078222136418
3,0.9055030506034557,0.09449694939654425
4,0.14737533547360526,0.8526246645263947
5,0.9586666847164353,0.041333315283564695
6,0.4714169376200662,0.5285830623799338
7,0.9690544835015832,0.03094551649841679
8,0.9979423645014552,0.0020576354985447688
9,0.3203352190074712,0.6796647809925288
10,0.9671301780053239,0.0328698219946761
11,0.8956515574871324,0.1043484425128676
12,0.9740424724363704,0.025957527563629543
13,0.4488486710324322,0.5511513289675678
14,0.9163418612999746,0.08365813870002536
15,0.9881917143284724,0.011808285671527632
16,0.7771568135962916,0.22284318640370832
17,0.9440157180158407,0.05598428198415923
18,0.9752384681976206,0.024761531802379364
19,0.5335040160863667,0.4664959839136334
20,0.9105490019336826,0.08945099806631744
21,0.9774885539589405,0.02251144604105945
22,0.9877245476535316,0.012275452346468409
23,0.9345303240276439,0.06546967597235608
24,0.3102072926819076,0.6897927073180924
25,0.6538735347857922,0.3461264652142077
26,0.9222818557055941,0.07771814429440589
27,0.9581127196194511,0.04188728038054888
28,0.3631780369973382,0.6368219630026618
29,0.936296946441802,0.06370305355819801
30,0.9944705291422078,0.005529470857792195
31,0.8477816910606688,0.15221830893933117
32,0.9798333761266418,0.020166623873358224
33,0.9293474789223573,0.07065252107764271
34,0.9731901774765819,0.02680982252341808
35,0.9846826732822249,0.015317326717775033
36,0.7956697050666852,0.20433029493331475
37,0.9236154723011506,0.07638452769884936
38,0.9680549010615073,0.03194509893849277
39,0.8229615407153948,0.17703845928460515
40,0.9863815708541579,0.013618429145842154
41,0.9874050864663398,0.012594913533660124
42,0.9965953092774985,0.0034046907225015327
43,0.9936306823351759,0.006369317664824107
44,0.9965297449398479,0.003470255060152041
45,0.5028469546151417,0.49715304538485827
46,0.6274657187107264,0.3725342812892735
47,0.999173061809859,0.0008269381901410153
48,0.6575896980777233,0.3424103019222767
49,0.667997559526771,0.332002440473229
50,0.9067097629428198,0.09329023705718023
51,0.1599985840925654,0.8400014159074346
52,0.9800345417987298,0.01996545820127018
53,0.7210806576829176,0.2789193423170824
54,0.3982605441485503,0.6017394558514497
55,0.946333646025382,0.05366635397461803
56,0.9924910682424101,0.007508931757589919
57,0.682396239927139,0.31760376007286095
58,0.9833908934342219,0.016609106565778107
59,0.7316476985935176,0.2683523014064823
60,0.9687538094934247,0.03124619050657528
61,0.908534558379539,0.09146544162046094
62,0.8945014741411585,0.1054985258588415
63,0.9874718112272993,0.01252818877270072
64,0.7261032155850546,0.2738967844149454
65,0.9813438802442578,0.01865611975574227
66,0.4153576686003332,0.5846423313996668
67,0.8923685680421729,0.10763143195782705
68,0.8817335472346777,0.11826645276532236
69,0.72245287198698,0.27754712801301995
70,0.9093356086948458,0.09066439130515423
71,0.871342747192848,0.12865725280715198
72,0.9578103056111363,0.042189694388863615
73,0.9629798029525195,0.037020197047480476
74,0.9312538762364005,0.0687461237635995
75,0.9695672813692716,0.030432718630728436
76,0.9564174162998549,0.04358258370014516
77,0.9416353573843234,0.0583646426156766
78,0.584308841344215,0.41569115865578493
79,0.9869458279521955,0.013054172047804414
80,0.9961485279585166,0.0038514720414833574
81,0.9872504963705583,0.012749503629441685
82,0.6178372396396563,0.38216276036034363
83,0.9775257935448423,0.022474206455157738
84,0.9897174550371252,0.01028254496287487
85,0.9020296928286005,0.09797030717139955
86,0.9983270333092823,0.0016729666907176627
87,0.8804937179227389,0.11950628207726109
88,0.9929017909172451,0.00709820908275496
89,0.9574003672487614,0.04259963275123852
90,0.9089420233064954,0.09105797669350459
91,0.9556526921201842,0.044347307879815785
92,0.756529741804767,0.24347025819523305
93,0.841697028724219,0.158302971275781
94,0.9987057700155931,0.0012942299844068163
95,0.9229666782911741,0.0770333217088259
96,0.5229377562741746,0.4770622437258254
97,0.5230714202434795,0.4769285797565205
98,0.8921716540013204,0.10782834599867959
99,0.909059887366438,0.09094011263356204
100,0.83170069069844,0.16829930930156
101,0.4951941336125797,0.5048058663874203
102,0.2655708263922908,0.7344291736077092
103,0.9946343624235694,0.005365637576430637
104,0.9569376890164293,0.043062310983570704
105,0.9867085706838864,0.013291429316113625
106,0.8726862630026437,0.12731373699735626
107,0.8317530911460241,0.1682469088539759
108,0.9381697842352181,0.061830215764781926
109,0.3950753574507424,0.6049246425492576
110,0.970651957390243,0.029348042609757027
111,0.9267448010059767,0.07325519899402327
112,0.9952441455277999,0.004755854472200049
113,0.8045346081534874,0.19546539184651263
114,0.975728271200987,0.02427172879901299
115,0.9301542607104631,0.06984573928953686
116,0.9876486205639684,0.012351379436031543
117,0.9553396830270253,0.04466031697297465
118,0.994029896558276,0.005970103441724
119,0.9976273756937812,0.002372624306218818
120,0.8415073090692875,0.15849269093071244
121,0.9688892670874224,0.031110732912577564
122,0.913941523308111,0.086058476691889
123,0.10719250043590334,0.8928074995640967
124,0.98844946391269,0.011550536087310083
125,0.9933986032096508,0.006601396790349238
126,0.9947346886426963,0.005265311357303661
127,0.8981246460355865,0.10187535396441352
128,0.8552757624178613,0.1447242375821387
129,0.9726158818260134,0.027384118173986588
